scenario_id,scenario_description,time,S,E,I,R,beta,sigma,gamma
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",0.0,0.99,0.01,0.0,0.0,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",1.0,0.99,0.009000000000000001,0.001,0.0,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",2.0,0.989505,0.008595,0.0018000000000000002,0.0001,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",3.0,0.9886144455,0.0086260545,0.0024795,0.00028000000000000003,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",4.0,0.9873888107411913,0.008989083808808626,0.0030941554500000003,0.00052795,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",5.0,0.9858612435061794,0.009617742662939702,0.0036836482858808627,0.0008373655450000001,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",6.0,0.9840454604663005,0.010471751436524688,0.004277057723586747,0.0012057303735880864,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",7.0,0.9819410508477765,0.011528985911396152,0.004896527094880541,0.001633436145946761,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",8.0,0.9795370003672507,0.01278013780078234,0.005559772976532103,0.0021230888554348154,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",9.0,0.976813998695173,0.014225125692781684,0.006281809458957127,0.0026790661530880257,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",10.0,0.9737459189868505,0.01587069283182605,0.007076141082339582,0.0033072470989837384,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",11.0,0.9703007372362988,0.017728805299195127,0.00795559625728823,0.004014861207217697,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",12.0,0.9664410767794983,0.01981558522607617,0.008932917161478919,0.00481042083294652,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",13.0,0.9621245077393374,0.022150595743629424,0.010021183967938644,0.005703712549094412,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",14.0,0.9573036943932783,0.024756349515325637,0.011234125145507722,0.006705830945888277,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",15.0,0.9519264596407429,0.027657949316328555,0.012586347582489513,0.00782924346043905,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",16.0,0.9459358209937393,0.030882793031699232,0.014093507755873418,0.009087878218688,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",17.0,0.9392700440788724,0.03446029064339619,0.015772436283456,0.010497228994275343,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",18.0,0.9318627556172759,0.03842155004065303,0.01764122171945002,0.012074472622620944,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",19.0,0.923643156875305,0.04279899377855874,0.01971925455157032,0.013838594794565945,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",20.0,0.9145363796126849,0.04762587166332293,0.02202722847426916,0.015810520249722976,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",21.0,0.9044640287218051,0.05293563538787042,0.024587092793174538,0.018013243097149894,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",22.0,0.8933449582206694,0.05876114235021913,0.027421947052644127,0.02047195237646735,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",23.0,0.8810963291486325,0.0651336571872341,0.030555866582401628,0.02321414708173176,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",24.0,0.8676349982087778,0.07208162240836541,0.03401364564288488,0.026269733739971924,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",25.0,0.8528792835205585,0.07962917485574808,0.037820443319432934,0.029671098304260412,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",26.0,0.8367511472202046,0.0877943936705272,0.042001316473064446,0.033453142636203706,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",27.0,0.8191788223484068,0.09658727917527225,0.04658062419281072,0.03765327428351015,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",28.0,0.8000998919131466,0.10600748169300522,0.051581289691056874,0.042311336702791226,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",29.0,0.7794647997598689,0.11604182567698235,0.05702390889125171,0.047469465671896915,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",30.0,0.7572407348971467,0.12666170797200638,0.06292570056982477,0.053171856561022086,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",31.0,0.7334157830254407,0.1378204890465117,0.06929930131004293,0.059464426618004565,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",32.0,0.7080031823587302,0.14945104080857108,0.0761514200836898,0.06639435674900886,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",33.0,0.6810454584785357,0.16146366060790843,0.08348138215617792,0.07400949875737783,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",34.0,0.6526181503860476,0.17374460263960562,0.09127961000135097,0.08235763697299563,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",35.0,0.622832785262527,0.18615550749916576,0.09952610926517644,0.09148559797313072,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",36.0,0.5918387233425407,0.1985340186692354,0.10818904908857538,0.10143820889964836,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",37.0,0.5598234889964278,0.21069585114842482,0.11722354604664138,0.11225711380850589,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",38.0,0.5270112417262457,0.22243851330376443,0.12657077655681973,0.12397946841317004,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",39.0,0.49365913066651335,0.23354677303312038,0.13615755023151419,0.136636546068852,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",40.0,0.46005142172602764,0.24379980467029405,0.1458964725116748,0.15025230109200344,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",41.0,0.4264914819241235,0.2529797640051688,0.15568680572753674,0.16484194834317092,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",42.0,0.3932919336787384,0.26088133585003703,0.16541610155529995,0.1804106289159246,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",43.0,0.36076352445759713,0.26732161148617456,0.17496262498477366,0.1969522390714546,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",44.0,0.3292034578386672,0.272149516956487,0.18419852363491376,0.21444850156993195,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",45.0,0.2988840623839717,0.2752539607155338,0.1929936229670711,0.2328683539334233,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",46.0,0.2700427033606723,0.27656992366727984,0.20121965674191736,0.2521677162301304,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",47.0,0.24287375332272537,0.2760818813384988,0.2087546834344536,0.2722896819043221,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",48.0,0.2175232365780138,0.27382420994936046,0.21548740322485813,0.29316515024776746,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",49.0,0.19408647788238248,0.26987854765005576,0.22132108389730837,0.3147138905702533,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",50.0,0.17260876305501255,0.2643684077124201,0.22617683027258312,0.3368459989599841,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",51.0,0.1530887116024855,0.2574516183937051,0.22999598801656682,0.35946368198724243,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",52.0,0.13548381686288705,0.24931135129393306,0.23274155105428065,0.38246328078889913,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",53.0,0.11971746002317582,0.24014657300425096,0.2343985310782459,0.4057374358943272,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",54.0,0.1056866616362503,0.2301627140907514,0.2349733352708464,0.4291772890021518,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",55.0,0.09326988794709473,0.21956321637083182,0.2344922731528369,0.45267462252923646,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",56.0,0.08233435392638241,0.20854242875446094,0.2329993674746364,0.47612384984452016,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",57.0,0.07274242773324244,0.19728011207215482,0.23055367360261886,0.49942378659198383,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",58.0,0.06435691076290641,0.18593761783527538,0.22722631744957245,0.5224791539522458,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",59.0,0.05704511884536342,0.17465564796929084,0.22309744748814275,0.545201785697203,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",60.0,0.05068180864233425,0.16355339337539093,0.21825326753625757,0.5675115304460173,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",61.0,0.045151073471915854,0.15272878920827024,0.2127832801201709,0.5893368571996431,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",62.0,0.04034737671476531,0.14225960704459376,0.2067778310289808,0.6106151852116602,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",63.0,0.03617590519237112,0.13220511786252856,0.20032600863054212,0.6312929683145583,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",64.0,0.03255241784447881,0.12260809342416801,0.19351391955374075,0.6513255691776125,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",65.0,0.0294027448604607,0.11349695706576932,0.18642333694078347,0.6706769611329866,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",66.0,0.026662065954407923,0.10488794026524516,0.17913069895328207,0.6893192948270649,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",67.0,0.024274068699432126,0.09678714349369644,0.17170642308447837,0.7072323647223931,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",68.0,0.022190061944388932,0.08919243589936998,0.16421449512540018,0.7244030070308409,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",69.0,0.02036809703488934,0.08209515721893257,0.15671228920279717,0.7408244565433809,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",70.0,0.01877213147836823,0.07548160705356041,0.14925057600441072,0.7564956854636606,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",71.0,0.017371255760379737,0.06933432206619286,0.1418736791093257,0.7714207430641017,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",72.0,0.016138993777642666,0.06363315184231064,0.1346197434050124,0.7856081109750342,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",73.0,0.015052680177061992,0.05835615025866025,0.12752108424874223,0.7990700853155355,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",74.0,0.014092913128547746,0.05348030228130847,0.12060459084973403,0.8118221937404096,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",75.0,0.013243078117673073,0.048982107064052295,0.11389216199289147,0.8238826528253831,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",76.0,0.012488936718541803,0.04483803775677833,0.10740115650000755,0.8352718690246722,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",77.0,0.011818273595028404,0.0410248971046139,0.10114484462568463,0.846011984674673,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",78.0,0.011220594871771914,0.037520086117409,0.09513284987357755,0.8561264691372414,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",79.0,0.010686871288057658,0.034301801089382356,0.0893715734979607,0.8656397541245991,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",80.0,0.010209320036665713,0.031349172231836066,0.08386459625710287,0.8745769114743952,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",81.0,0.009781219785198452,0.02864235526011972,0.07861305385457619,0.8829633711001055,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",82.0,0.009396754006329826,0.026162585512976372,0.07361598399513054,0.8908246764855631,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",83.0,0.009050878360061748,0.023892202607946812,0.06887064414691513,0.8981862748850761,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",84.0,0.008739208448685334,0.021814652258528543,0.0643727999930183,0.9050733392997676,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",85.0,0.008457924789903076,0.019914470691457947,0.060116985219569326,0.9115106192990695,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",86.0,0.00820369232011166,0.018177256092103567,0.05609673376675819,0.9175223178210264,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",87.0,0.007973592148118809,0.016589630654886063,0.052304785999292724,0.9231319911977023,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",88.0,0.007765063632642311,0.015139196104873954,0.048733270464852055,0.9283624697976316,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",89.0,0.007575855159549139,0.01381448496747973,0.045373863028854246,0.9332357968441168,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",90.0,0.007403982252381229,0.012604909377899667,0.04221792522271679,0.9377731831470023,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",91.0,0.007247691867840553,0.011500708824650378,0.03925662363823508,0.941994975669274,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",92.0,0.007105431911889695,0.010492897898136197,0.03648103215687661,0.9459206380330976,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",93.0,0.006975825166856623,0.00957321485335565,0.03388221873100257,0.9495687412487852,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",94.0,0.006857646949790288,0.00873407158508642,0.031451318343237875,0.9529569631218855,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",95.0,0.006749805931138594,0.007968505445229472,0.02917959366742273,0.9561020949562092,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",96.0,0.006651327633936302,0.007270133197908817,0.0270584848452034,0.9590200543229515,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",97.0,0.006561340209944628,0.006633107302109609,0.025079649680473944,0.9617259028074718,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",98.0,0.006479062152994719,0.006052074628848558,0.02323499544263751,0.9642338677755192,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",99.0,0.0064037916631960205,0.005522137655762401,0.021516703361258615,0.9665573673197829,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",100.0,0.006334897420393876,0.005038818132988306,0.019917246790708994,0.9687090376559088,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",101.0,0.006271810562735971,0.00459802317734738,0.018429403924936926,0.9707007623349797,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",102.0,0.006214017697635297,0.004196013724713316,0.01704626585017797,0.9725437027274734,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",103.0,0.006161054798799496,0.003829375251077785,0.015761240637631506,0.9742483293124912,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",104.0,0.00611250186516674,0.0034949906596027634,0.014568054098976133,0.9758244533762543,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",105.0,0.0060679782362408185,0.0031900152225684078,0.013460747755038796,0.9772812587861519,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",106.0,0.006027138474030267,0.0029118534625221185,0.012433674501791756,0.9786273335616558,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",107.0,0.005989668735048608,0.002658137855251566,0.011481492397864793,0.9798707010118349,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",108.0,0.005955283567025013,0.0024267092377500037,0.01059915694360347,0.9810188502516214,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",109.0,0.005923723074439733,0.002215598806560284,0.009781912173018123,0.9820787659459818,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",110.0,0.005894750405014007,0.0020230115953299805,0.00902528083637234,0.9830569571632836,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",111.0,0.005868149516081222,0.001847311324729768,0.008325053912268104,0.9839594852469208,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",112.0,0.005843723185537908,0.0016870065228001042,0.00767727965351427,0.9847919906381476,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",113.0,0.005821291236981358,0.0015407378190766437,0.007078252340442854,0.985559718603499,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",114.0,0.005800688952820077,0.0014072663213302607,0.006524500888306233,0.9862675438375433,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",115.0,0.005781765652707346,0.001285462989309966,0.006012777431608636,0.986919993926374,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",116.0,0.005764383417691621,0.0011742989253946939,0.005540045987378769,0.9875212716695349,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",117.0,0.005748415943080174,0.0010728365074666722,0.005103471281180362,0.9880752762682727,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",118.0,0.005733747505241279,0.0009802212945588995,0.004700407803808993,0.9885856233963908,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",119.0,0.005720272029481926,0.0008956746408623628,0.0043283891528839834,0.9890556641767717,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",120.0,0.0057078922477799485,0.0008184869584781042,0.003985117701681821,0.9894885030920602,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",121.0,0.005696518936561988,0.0007480115738482539,0.003668454627361449,0.9898870148622283,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",122.0,0.005686070225935647,0.00068365912708977,0.0033764103220101293,0.9902538603249644,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",123.0,0.0056764709728343845,0.0006248924674820547,0.0031071352025180935,0.9905915013571654,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",124.0,0.005667652191441502,0.0005712220021267322,0.0028589109290144896,0.9909022148774173,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",125.0,0.005659550535045519,0.0005222014583100415,0.002630142036325714,0.9911881059703187,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",126.0,0.005652107824161053,0.00047742402336350384,0.0024193479785241468,0.9914511201739513,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",127.0,0.005645270616341661,0.00043651882884654576,0.0022251555830080823,0.9916930549718037,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",128.0,0.005638989813626889,0.00039914774867666323,0.0020462919075919287,0.9919155705301045,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",129.0,0.00563322030401558,0.0003650024834203059,0.0018815774917004021,0.9921201997208636,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",130.0,0.005627920633750667,0.000333801905343188,0.0017299199908723925,0.9923083574700337,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",131.0,0.005623052707544983,0.00030528964101455343,0.001590308182319472,0.9924813494691209,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",132.0,0.005618581514179772,0.00027923187027830933,0.00146180632818898,0.9926403802873529,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",133.0,0.005614474875173335,0.0002554153222569152,0.001343548882397913,0.9927865609201718,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",134.0,0.00561070321445144,0.00023364545075311885,0.001234735526383813,0.9929209158084116,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",135.0,0.005607239347158,0.00021374477297124648,0.0011346265188207437,0.99304438936105,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",136.0,0.00560405828592767,0.00019555135690445212,0.001042538344235794,0.993157852012932,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",137.0,0.005601137063104464,0.00017891744403721285,0.0009578396455026597,0.9932621058473556,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",138.0,0.0055984545675349965,0.00016370819520295947,0.000879947425356115,0.9933578898119059,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",139.0,0.005595991394693659,0.00014980054852400132,0.0008083235023407994,0.9934458845544415,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",140.0,0.005593729709012045,0.00013708217935321507,0.0007424712069591196,0.9935267169046755,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",141.0,0.0055916531173878185,0.0001254505530421202,0.0006819323041985291,0.9936009640253715,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",142.0,0.005589746552940509,0.00011481206218521776,0.0006262841290828882,0.9936691572557913,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",143.0,0.005587996168164658,0.0001050812407425472,0.0005751369223931212,0.9937317856686996,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",144.0,0.005586389236705407,9.618004812754387e-05,0.0005281313542280638,0.9937892993609388,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",145.0,0.005584914063048994,8.803721697120263e-05,0.0004849362236180118,0.9938421124963617,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",146.0,0.005583559899481511,8.058765884156542e-05,0.00044524632295333085,0.9938906061187235,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",147.0,0.005582316869724394,7.377192271452578e-05,0.0004087804565421543,0.9939351307510188,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",148.0,0.00558117589870511,6.753570146235765e-05,0.0003752796031593915,0.993976008796673,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",149.0,0.005580128647966896,6.18293820543363e-05,0.0003445052129896881,0.994013536756989,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",150.0,0.005579167456262707,5.6607635553091514e-05,0.00031623762989615295,0.994047987278288,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",151.0,0.005578285284916126,5.182904334436349e-05,0.0002902746304618468,0.9940796110412776,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",152.0,0.005577475667566281,4.745575635977204e-05,0.0002664300717500985,0.9941086385043238,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",153.0,0.005576732663945134,4.345318434494189e-05,0.00024453264021106585,0.9941352815114989,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",154.0,0.005576050817364102,3.97897124914806e-05,0.00022442469462445345,0.99415973477552,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",155.0,0.005575425115613153,3.6436442993281226e-05,0.00020596119641115617,0.9941821772449825,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",156.0,0.005574850954999496,3.336695930760935e-05,0.00018900872106936866,0.9942027733646236,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",157.0,0.0055743241072749175,3.055711110142682e-05,0.00017344454489319272,0.9942216742367306,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",158.0,0.005573840689220981,2.7984818045220862e-05,0.00015915580151401612,0.9942390186912199,0.5,0.1,0.1
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",159.0,0.0055733971346797785,2.5629890781900975e-05,0.00014603870316713658,0.9942549342713712,0.5,0.1,0.1
